datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2011-08-18 10:00:00,1.989,1.398,2.149,3.483,2.149,1.355,-17.520,0.439,5.259,0.701,0.333,3.032,0.342,3.036,0.448,7.334,0.108,0.207,0.605,-0.011,0.685,0.930,0.623,1.078,1.071,0.339,0.425,-0.915,2.153,1.368,1.369,0.588,0.588,0.999,0.983,0.981,1.122,1.229,0.033,-0.226,0.162,2.319,0.405,1.796,1.419,0.564,0.959,1.622,2.004,1.844,1.797,1.797,1.797,1.837,1.800,1.800,1.797,0.549,1.787,0.634,0.224,0.809,0.774,0.538,1.167,-0.282,1.003,-5.226,0.000,221.200,63.502
2011-08-18 10:30:00,1.997,1.405,2.029,3.497,2.029,2.576,31.625,0.396,4.655,0.666,0.335,4.537,1.657,2.365,0.191,-0.100,0.022,0.162,0.610,-0.008,0.759,0.928,0.625,1.078,1.220,0.387,0.375,-0.812,2.154,1.370,1.370,0.626,0.626,1.000,0.984,0.981,1.122,1.229,0.566,-0.343,0.174,2.383,0.403,1.509,1.320,0.634,0.914,1.592,2.004,1.844,1.797,1.797,1.797,1.837,1.800,1.800,1.808,0.439,-0.428,0.929,0.176,0.775,0.711,0.392,1.028,-2.839,2.131,7.206,0.000,221.097,63.232
2011-08-18 11:00:00,1.996,1.403,1.965,3.495,1.965,4.071,8.754,0.402,4.447,0.693,0.336,8.818,-1.637,0.505,0.228,0.655,0.058,0.165,0.616,-0.005,0.730,0.927,0.635,1.078,1.070,0.354,0.295,-0.677,2.197,1.372,1.371,0.626,0.626,1.001,0.984,0.982,1.122,1.227,1.143,-0.552,0.177,2.401,0.403,1.291,1.369,0.653,0.896,1.581,2.003,1.844,1.797,1.797,1.800,1.837,1.800,1.800,1.808,0.449,0.427,2.103,0.169,0.468,0.830,0.442,1.060,1.753,0.196,2.308,0.000,220.452,63.077
2011-08-18 11:30:00,1.978,1.391,1.846,3.464,1.846,5.043,-61.000,0.535,5.278,0.755,0.338,17.239,0.106,-0.048,-0.196,-1.578,0.067,0.326,0.621,-0.002,0.831,0.937,0.645,1.078,0.579,0.206,0.165,-0.508,2.214,1.373,1.371,0.593,0.593,1.001,0.984,0.982,1.124,1.227,1.321,-0.942,0.190,2.382,0.405,1.043,1.247,0.740,0.883,1.585,2.004,1.844,1.797,1.797,1.803,1.837,1.800,1.800,1.802,-0.206,-1.562,0.992,0.319,0.815,0.715,0.418,1.076,4.301,1.380,3.953,0.000,219.808,63.464
2011-08-18 12:00:00,1.978,1.392,1.909,3.464,1.909,3.500,-54.000,0.615,5.555,0.734,0.340,102.625,2.504,-7.500,0.014,-0.739,-0.009,0.454,0.626,0.001,0.840,0.938,0.645,1.077,0.388,0.154,-0.015,-0.353,2.232,1.375,1.372,0.546,0.546,1.000,0.984,0.981,1.124,1.226,1.467,-1.496,0.211,2.379,0.407,1.124,1.231,0.797,0.878,1.605,2.007,1.844,1.797,1.797,1.793,1.837,1.800,1.797,1.799,0.355,-0.618,0.463,0.413,0.977,0.536,0.476,1.224,2.813,0.214,2.044,0.000,219.452,63.348
2011-08-18 12:30:00,1.980,1.391,1.783,3.466,1.783,4.154,-66.900,1.010,4.925,0.714,0.342,-25.606,-6.163,2.655,0.214,-3.606,-0.208,1.637,0.632,0.004,0.830,0.909,0.639,1.077,0.445,0.182,-0.270,-0.221,2.279,1.377,1.373,0.500,0.500,1.001,0.985,0.981,1.122,1.225,2.694,-2.104,0.238,2.410,0.411,0.958,1.057,0.842,0.854,1.591,2.005,1.844,1.797,1.797,1.790,1.837,1.800,1.799,1.794,0.517,-2.284,-0.073,1.469,0.965,0.647,0.770,1.488,2.897,1.044,2.925,0.000,219.845,63.420
2011-08-18 13:00:00,1.983,1.393,1.801,3.472,1.801,2.448,10.983,1.048,4.628,0.714,0.344,-12.400,-3.432,0.320,0.181,0.067,-0.281,1.218,0.637,0.007,0.827,0.879,0.627,1.077,0.335,0.136,-0.671,-0.073,2.298,1.378,1.373,0.459,0.459,1.000,0.985,0.981,1.122,1.225,3.667,-3.000,0.271,2.445,0.413,0.731,0.961,0.886,0.839,1.530,2.004,1.844,1.797,1.800,1.790,1.837,1.800,1.798,1.796,0.525,-0.033,0.363,1.320,0.873,0.579,0.654,0.857,5.517,0.771,2.425,0.000,219.191,63.135
2011-08-18 13:30:00,1.991,1.399,1.737,3.486,1.737,1.164,6.674,0.939,4.526,0.717,0.346,-10.720,1.734,1.485,0.197,-0.005,-0.198,1.122,0.643,0.010,0.823,0.851,0.616,1.076,0.575,0.226,-1.344,0.068,2.317,1.380,1.374,0.443,0.443,1.000,0.985,0.981,1.122,1.224,1.508,-5.115,0.298,2.492,0.415,0.872,0.919,0.880,0.830,1.511,2.005,1.844,1.797,1.801,1.794,1.837,1.800,1.799,1.799,0.571,0.180,0.765,1.170,0.517,0.633,0.728,0.885,3.079,0.920,3.375,0.000,219.649,63.009
2011-08-18 14:00:00,1.992,1.399,1.686,3.488,1.686,0.186,6.646,0.937,4.530,0.706,0.349,-6.856,0.680,2.686,0.174,-1.002,-0.271,0.992,0.648,0.013,0.812,0.821,0.602,1.077,0.469,0.182,-2.323,0.188,2.388,1.382,1.375,0.444,0.444,0.999,0.985,0.981,1.122,1.224,0.842,-7.909,0.324,2.584,0.415,0.553,0.836,0.891,0.824,1.496,2.007,1.844,1.797,1.792,1.801,1.837,1.800,1.801,1.801,0.526,-1.211,0.561,1.269,0.730,0.649,0.802,1.001,7.054,1.788,8.511,0.000,219.555,62.951
2011-08-18 14:30:00,1.999,1.404,1.607,3.501,1.607,0.469,4.459,0.835,3.761,0.679,0.351,-8.010,0.407,1.961,0.064,0.498,-1.269,0.865,0.653,0.016,0.816,0.789,0.595,1.077,0.476,0.201,-4.951,0.296,2.430,1.381,1.375,0.474,0.474,0.999,0.986,0.981,1.124,1.222,0.213,-29.308,0.339,2.598,0.416,0.562,0.802,0.867,0.816,1.489,2.012,1.844,1.797,1.792,1.799,1.837,1.811,1.811,1.811,0.328,0.645,-32.000,1.025,0.911,0.576,0.708,0.986,1.934,1.125,2.875,0.000,219.004,62.555
2011-08-18 15:00:00,2.004,1.410,1.705,3.509,1.705,1.077,3.689,1.000,3.623,0.724,0.353,-17.571,0.392,0.860,-0.873,0.811,3.088,1.748,0.659,0.019,0.824,0.752,0.594,1.077,0.034,0.016,-21.278,0.463,2.451,1.376,1.373,0.482,0.482,1.001,0.987,0.981,1.124,1.222,0.297,16.880,0.358,2.606,0.416,1.013,0.840,0.941,0.815,1.482,2.009,1.844,1.797,1.792,1.807,1.831,1.815,1.815,1.815,-0.561,0.765,1.818,1.283,0.930,0.708,0.911,1.032,3.806,0.458,2.660,0.000,217.677,62.028
2011-08-18 15:30:00,2.004,1.409,1.973,3.508,1.973,1.110,2.918,1.047,3.348,0.744,0.356,10.140,0.600,0.696,7.631,1.179,0.988,1.150,0.664,0.022,0.930,0.700,0.598,1.074,0.307,0.158,14.176,0.686,2.308,1.375,1.372,0.469,0.469,1.002,0.988,0.981,1.124,1.221,0.515,5.975,0.385,2.554,0.418,1.357,1.088,1.045,0.832,1.502,2.011,1.844,1.797,1.794,1.812,1.814,1.814,1.814,1.814,5.758,1.104,1.007,0.958,0.932,0.713,0.984,0.931,-3.399,-0.351,0.951,0.000,215.575,61.448
2011-08-19 09:30:00,2.018,1.419,1.280,3.533,1.280,1.094,2.454,0.964,3.010,0.694,0.358,4.829,0.630,0.629,2.514,0.895,0.732,0.859,0.667,0.023,0.872,0.671,0.604,1.072,15.813,7.614,13.886,0.692,2.308,1.372,1.371,0.458,0.458,1.003,0.989,0.981,1.124,1.221,0.572,4.613,0.404,2.479,0.417,1.382,1.058,1.019,0.820,1.501,2.009,1.844,1.797,1.799,1.814,1.827,1.827,1.827,1.827,2.059,1.115,0.651,0.814,0.844,0.560,0.776,1.015,-1.908,0.266,0.495,0.000,215.482,60.994
2011-08-19 10:00:00,2.029,1.424,0.888,3.552,0.888,1.046,2.270,0.900,2.746,0.715,0.361,2.446,0.595,0.537,1.088,-0.001,0.626,0.798,0.672,0.026,0.798,0.625,0.617,1.068,inf,inf,14.111,0.692,2.270,1.366,1.368,0.442,0.442,1.005,0.990,0.981,1.124,1.221,0.602,3.382,0.431,2.342,0.418,0.840,1.027,0.967,0.765,1.491,2.004,1.831,1.800,1.801,1.812,1.837,1.837,1.837,1.837,0.650,-0.143,0.701,0.810,0.886,0.541,0.689,1.107,-3.718,0.762,9.229,0.000,215.416,60.641
2011-08-19 10:30:00,2.039,1.434,0.988,3.570,0.988,1.031,2.446,0.890,2.935,0.707,0.364,1.695,0.469,0.487,0.992,-1.287,0.652,0.717,0.677,0.029,0.729,0.603,0.627,1.063,0.748,0.584,12.650,0.686,2.214,1.353,1.363,0.439,0.439,1.007,0.993,0.981,1.122,1.220,0.573,2.621,0.453,2.199,0.418,0.552,1.030,0.953,0.746,1.469,2.002,1.821,1.801,1.801,1.823,1.847,1.847,1.847,1.847,0.753,-1.340,3.359,0.747,0.780,0.538,0.513,1.019,-4.099,2.616,3.128,0.000,215.257,60.303
2011-08-19 11:00:00,2.032,1.428,1.123,3.557,1.123,1.085,2.597,1.053,3.316,0.747,0.367,1.401,0.427,0.469,1.268,0.707,0.737,0.998,0.683,0.032,0.709,0.594,0.648,1.067,0.106,0.091,12.146,0.686,2.104,1.340,1.357,0.432,0.432,1.009,0.994,0.981,1.122,1.219,0.566,2.320,0.488,2.139,0.423,0.890,1.086,0.956,0.752,1.480,2.011,1.818,1.792,1.805,1.844,1.846,1.846,1.846,1.846,0.879,0.447,-5.000,1.078,0.580,0.616,0.612,1.108,1.186,1.046,1.401,0.000,214.837,60.399
2011-08-19 11:30:00,2.018,1.418,1.154,3.532,1.154,0.965,2.791,1.144,3.494,0.766,0.370,1.235,0.484,0.496,1.242,0.258,0.808,1.249,0.688,0.035,0.646,0.585,0.663,1.074,0.054,0.056,11.643,0.679,1.986,1.325,1.350,0.431,0.431,1.009,0.996,0.982,1.124,1.219,0.571,2.148,0.517,2.080,0.423,1.078,1.088,0.969,0.741,1.479,2.014,1.805,1.792,1.814,1.828,1.845,1.845,1.845,1.842,1.063,0.224,-0.047,1.532,0.580,0.552,0.537,1.164,3.330,1.434,2.128,0.000,214.930,60.849
2011-08-19 12:00:00,1.996,1.401,0.770,3.493,0.770,1.299,5.892,1.554,3.727,0.797,0.372,1.170,0.794,0.541,1.959,0.319,-0.752,4.101,0.693,0.038,0.467,0.584,0.677,1.080,0.120,0.125,9.776,0.675,1.882,1.310,1.343,0.420,0.420,1.008,0.997,0.982,1.124,1.218,0.617,2.083,0.550,2.031,0.426,0.316,0.771,0.803,0.685,1.447,1.998,1.805,1.792,1.797,1.792,1.845,1.845,1.845,1.839,1.175,0.314,0.178,5.689,0.553,0.589,0.693,1.347,1.259,1.054,1.259,0.000,214.865,61.521
2011-08-19 12:30:00,1.998,1.403,0.824,3.496,0.824,1.359,3.746,1.815,3.699,0.813,0.375,1.108,2.137,0.568,1.837,0.009,2.595,6.811,0.699,0.041,0.455,0.584,0.688,1.085,0.024,0.025,7.898,0.689,1.759,1.297,1.337,0.409,0.409,1.006,0.998,0.982,1.124,1.219,0.714,1.983,0.580,1.982,0.429,0.326,0.603,0.821,0.688,1.448,1.997,1.805,1.794,1.797,1.792,1.840,1.840,1.840,1.815,0.929,0.108,0.065,8.403,0.578,0.612,0.957,1.642,1.360,0.949,1.690,0.000,214.220,61.279
2011-08-19 13:00:00,1.989,1.396,0.986,3.480,0.986,1.661,3.664,2.073,3.818,0.821,0.378,1.077,3.440,0.719,2.218,-15.469,2.041,10.441,0.704,0.044,0.473,0.589,0.706,1.092,0.017,0.017,6.676,0.696,1.654,1.291,1.334,0.388,0.388,1.003,0.998,0.981,1.124,1.218,0.805,1.904,0.615,1.949,0.437,1.975,0.753,0.862,0.697,1.445,1.999,1.802,1.801,1.792,1.807,1.830,1.830,1.830,1.799,1.089,-14.788,-0.003,13.765,0.387,0.665,0.973,0.938,3.167,0.678,1.429,0.000,213.155,61.255
2011-08-19 13:30:00,1.988,1.399,1.114,3.479,1.114,1.968,5.637,1.853,4.019,0.835,0.382,1.064,6.572,1.206,2.788,1.261,-0.500,8.841,0.709,0.047,0.488,0.596,0.723,1.101,0.389,0.396,5.679,0.684,1.560,1.290,1.333,0.369,0.369,0.998,0.999,0.981,1.123,1.218,0.927,1.853,0.649,1.929,0.441,2.261,0.828,0.912,0.698,1.449,2.000,1.801,1.799,1.792,1.800,1.828,1.828,1.826,1.803,1.198,1.211,0.153,18.606,0.481,0.734,0.944,0.990,1.508,0.877,1.883,0.000,214.557,61.670
2011-08-19 14:00:00,1.992,1.399,1.149,3.486,1.149,1.842,5.793,1.637,3.990,0.841,0.385,1.056,-4.526,24.857,2.110,2.668,-0.520,3.226,0.715,0.050,0.512,0.600,0.737,1.111,0.502,0.528,4.854,0.672,1.478,1.289,1.332,0.355,0.355,0.995,1.000,0.980,1.123,1.217,0.971,1.824,0.680,1.909,0.447,1.618,0.793,0.931,0.697,1.457,2.002,1.797,1.807,1.792,1.800,1.828,1.828,1.823,1.803,0.814,2.341,0.123,4.178,0.546,0.758,1.013,1.090,3.467,1.955,2.529,0.000,214.529,61.540
2011-08-19 14:30:00,1.987,1.395,1.247,3.477,1.247,2.485,5.387,1.529,3.769,0.863,0.387,1.068,-1.084,-1.117,1.987,4.190,0.009,3.729,0.720,0.053,0.514,0.605,0.752,1.120,0.247,0.267,4.232,0.660,1.404,1.290,1.332,0.336,0.336,0.992,1.000,0.980,1.123,1.217,1.090,1.851,0.715,1.912,0.455,1.895,0.847,1.013,0.680,1.449,2.005,1.797,1.812,1.792,1.800,1.828,1.828,1.803,1.801,0.871,0.765,0.215,4.716,0.597,0.578,0.882,1.062,1.138,1.103,1.667,0.000,213.594,61.429
2011-08-19 15:00:00,1.987,1.397,1.288,3.476,1.288,3.675,6.512,1.558,3.729,0.909,0.390,1.093,-1.173,-0.819,3.266,-0.250,-0.486,3.402,0.726,0.056,0.523,0.605,0.759,1.123,0.282,0.305,3.722,0.685,1.329,1.291,1.333,0.318,0.318,0.993,1.000,0.981,1.123,1.215,1.358,1.883,0.741,1.912,0.465,2.396,1.796,1.014,0.663,1.429,2.014,1.797,1.810,1.802,1.801,1.828,1.828,1.803,1.801,1.446,5.526,0.133,3.969,0.638,0.822,0.976,1.073,2.630,1.641,1.441,0.000,213.660,61.463
2011-08-19 15:30:00,2.005,1.411,1.422,3.508,1.422,1.844,4.162,1.392,3.054,0.881,0.392,1.102,-7.678,-0.927,1.347,-1.346,-0.436,1.761,0.732,0.059,0.400,0.603,0.759,1.123,0.334,0.409,3.339,0.797,1.267,1.285,1.330,0.311,0.311,0.993,0.999,0.981,1.123,1.215,1.391,1.916,0.760,1.890,0.470,2.027,2.136,0.918,0.672,1.431,2.026,1.797,1.797,1.800,1.801,1.828,1.828,1.812,1.814,0.753,-0.892,0.262,2.181,0.315,0.702,0.973,0.936,-4.551,0.427,0.791,0.000,213.697,60.921
2011-08-22 09:30:00,2.002,1.406,1.589,3.504,1.589,7.576,5.613,1.533,3.325,0.908,0.394,1.112,2.732,-1.058,1.515,0.028,-0.696,4.384,0.734,0.061,0.407,0.602,0.761,1.124,0.199,0.288,3.339,0.797,1.271,1.281,1.327,0.306,0.306,0.994,0.999,0.981,1.121,1.215,1.421,1.987,0.770,1.893,0.475,1.818,1.942,0.930,0.673,1.430,2.026,1.797,1.797,1.800,1.799,1.828,1.828,1.812,1.814,0.780,0.298,0.167,21.364,0.443,0.511,0.863,1.021,-2.016,-0.052,0.490,0.000,213.146,60.834
2011-08-22 10:00:00,2.008,1.409,1.712,3.514,1.712,-47.800,3.996,1.511,2.594,0.863,0.397,1.132,0.679,-1.500,1.401,-1.680,-19.000,4.968,0.740,0.064,0.407,0.595,0.770,1.123,0.228,0.331,3.368,0.796,1.265,1.272,1.323,0.296,0.296,0.996,1.000,0.981,1.121,1.214,1.593,2.071,0.800,1.886,0.482,1.243,1.611,1.025,0.670,1.428,2.033,1.797,1.792,1.800,1.815,1.828,1.828,1.826,1.827,0.868,-0.612,0.216,196.000,0.467,0.508,0.732,1.059,-1.079,-1.796,6.047,0.000,213.183,60.665
2011-08-22 10:30:00,1.998,1.403,1.998,3.496,1.998,-8.522,3.100,1.829,2.522,0.843,0.400,1.188,0.587,1.744,1.749,2.963,1.103,7.011,0.745,0.067,0.474,0.594,0.780,1.119,0.000,0.000,3.765,0.810,1.292,1.265,1.319,0.245,0.245,0.999,0.998,0.981,1.121,1.213,13.571,2.195,0.849,1.868,0.489,1.258,1.510,1.083,0.676,1.428,2.050,1.797,1.792,1.803,1.818,1.818,1.815,1.814,1.814,1.282,3.019,0.200,170.000,0.380,0.539,0.576,0.991,-1.147,-36.438,7.684,0.000,211.595,60.525
2011-08-22 11:00:00,1.991,1.400,1.654,3.484,1.654,-4.595,3.628,1.803,2.565,0.872,0.403,1.263,0.911,0.831,1.872,-14.694,5.696,6.192,0.751,0.070,0.489,0.591,0.785,1.118,0.034,0.047,4.488,0.830,1.332,1.262,1.318,0.190,0.190,1.001,0.997,0.981,1.121,1.213,-3.194,2.312,0.892,1.810,0.497,0.994,1.269,1.033,0.661,1.423,2.066,1.797,1.792,1.800,1.815,1.817,1.813,1.813,1.812,1.286,-8.895,0.488,18.571,0.516,0.550,0.636,1.089,-1.764,2.224,2.738,0.000,211.660,60.757
2011-08-22 11:30:00,1.995,1.402,1.381,3.491,1.381,10.387,3.356,1.759,2.380,0.870,0.406,1.315,1.099,0.600,1.206,3.719,5.000,11.447,0.757,0.073,0.510,0.590,0.790,1.118,0.181,0.251,4.744,0.834,1.357,1.259,1.316,0.174,0.174,1.002,0.996,0.981,1.121,1.213,-5.951,2.396,0.931,1.739,0.501,0.547,1.118,0.995,0.650,1.405,2.064,1.797,1.792,1.799,1.804,1.817,1.813,1.813,1.807,1.194,0.883,0.878,-17.481,0.564,0.519,0.576,1.189,2.521,1.413,2.533,0.000,211.922,60.699
2011-08-22 12:00:00,2.001,1.404,1.465,3.501,1.465,1.482,2.671,1.532,2.505,0.845,0.408,1.307,0.949,0.565,1.042,44.853,0.118,4.629,0.762,0.076,0.763,0.588,0.791,1.120,0.437,0.623,4.455,0.831,1.381,1.258,1.315,0.174,0.174,1.002,0.997,0.980,1.121,1.213,1.941,2.284,0.934,1.675,0.504,0.571,0.774,1.335,0.648,1.411,2.065,1.797,1.802,1.815,1.809,1.817,1.813,1.813,1.808,1.218,3.948,1.312,32.071,0.762,0.564,0.688,1.392,1.164,1.043,1.608,0.000,212.511,60.699
2011-08-22 12:30:00,2.010,1.413,1.448,3.517,1.448,0.826,3.232,1.398,2.438,0.842,0.411,1.289,0.495,0.561,0.895,11.632,1.074,4.069,0.768,0.079,0.857,0.584,0.789,1.121,0.903,1.290,4.158,0.825,1.410,1.258,1.315,0.177,0.177,1.003,0.997,0.980,1.120,1.212,0.826,2.207,0.925,1.617,0.506,0.828,0.712,1.323,0.649,1.406,2.067,1.797,1.800,1.817,1.815,1.817,1.813,1.813,1.808,1.002,7.884,0.445,-55.571,0.891,0.579,0.922,1.655,1.235,0.921,2.068,0.000,213.155,60.612
2011-08-22 13:00:00,2.006,1.410,1.521,3.511,1.521,0.286,2.991,1.423,2.409,0.842,0.413,1.256,0.160,0.721,0.959,4.015,3.562,5.955,0.774,0.082,0.794,0.583,0.785,1.121,0.746,1.066,3.912,0.818,1.442,1.258,1.314,0.185,0.185,1.002,0.998,0.980,1.120,1.211,0.459,2.167,0.897,1.554,0.506,0.940,0.756,1.261,0.650,1.402,2.068,1.797,1.800,1.815,1.817,1.817,1.813,1.812,1.816,1.066,4.495,1.028,-9.049,1.054,0.670,0.914,0.946,2.751,0.630,1.791,0.000,212.800,60.612
2011-08-22 13:30:00,2.016,1.415,1.463,3.527,1.463,0.475,2.346,1.378,2.350,0.835,0.415,1.225,0.010,0.763,0.904,3.932,36.400,13.640,0.780,0.085,0.791,0.582,0.782,1.121,1.205,1.722,3.664,0.812,1.474,1.257,1.314,0.194,0.194,1.000,0.999,0.980,1.120,1.212,0.241,2.097,0.879,1.497,0.506,0.863,0.685,1.183,0.644,1.401,2.066,1.797,1.800,1.818,1.821,1.817,1.813,1.808,1.818,1.108,1.341,0.477,-3.337,0.782,0.636,0.885,0.993,1.293,0.836,2.274,0.000,213.510,60.530
2011-08-22 14:00:00,2.024,1.421,1.405,3.541,1.405,0.605,1.755,1.151,2.373,0.816,0.417,1.176,-0.086,0.372,0.838,-0.261,-0.340,1.590,0.785,0.088,0.735,0.575,0.776,1.120,5.844,8.408,3.429,0.805,1.510,1.255,1.312,0.207,0.207,1.002,1.000,0.980,1.120,1.211,0.295,1.922,0.856,1.439,0.505,0.560,0.725,1.134,0.639,1.400,2.065,1.797,1.801,1.818,1.821,1.825,1.825,1.826,1.834,1.129,-0.235,-4.008,3.260,0.655,0.602,0.899,1.061,2.851,1.984,3.139,0.000,212.866,60.119
2011-08-22 14:30:00,2.029,1.425,1.358,3.551,1.358,0.094,1.249,1.046,2.365,0.810,0.419,1.125,-0.089,-0.060,0.778,-0.050,-0.213,1.614,0.791,0.092,0.696,0.571,0.770,1.120,5.641,8.112,2.881,0.795,1.510,1.249,1.310,0.225,0.225,1.003,1.002,0.981,1.120,1.211,0.253,1.721,0.829,1.391,0.502,0.610,0.862,1.035,0.637,1.376,2.065,1.797,1.801,1.818,1.822,1.825,1.825,1.827,1.834,1.164,0.147,-0.464,9.414,0.598,0.561,0.836,1.060,0.521,0.973,1.639,0.000,213.351,60.090
2011-08-22 15:00:00,2.041,1.432,1.336,3.571,1.336,0.015,1.158,0.891,2.425,0.807,0.420,1.067,-0.283,-0.422,0.514,-3.683,-0.388,0.967,0.796,0.095,0.714,0.567,0.765,1.118,109.673,161.694,2.146,0.760,1.494,1.242,1.306,0.265,0.265,1.004,1.003,0.981,1.120,1.210,0.096,1.526,0.799,1.354,0.496,0.677,0.797,0.992,0.634,1.371,2.064,1.797,1.808,1.821,1.833,1.829,1.829,1.838,1.840,0.954,-1.318,-1.079,2.659,0.790,0.599,0.842,1.048,1.106,1.564,1.368,0.000,213.613,59.819
2011-08-22 15:30:00,2.034,1.431,1.378,3.559,1.378,0.465,1.337,0.949,2.427,0.815,0.421,1.036,-0.236,-0.389,0.359,1.547,-0.244,1.443,0.802,0.098,0.884,0.566,0.763,1.119,6.899,10.169,1.657,0.721,1.474,1.240,1.305,0.302,0.302,1.005,1.004,0.981,1.122,1.209,0.080,1.389,0.781,1.333,0.494,1.081,0.939,0.927,0.630,1.366,2.061,1.797,1.815,1.822,1.839,1.832,1.832,1.839,1.839,0.542,0.891,-0.981,-210.000,0.903,0.652,0.917,0.945,2.758,0.316,0.744,0.000,212.641,59.747
2011-08-23 09:30:00,2.043,1.433,1.700,3.574,1.700,0.004,1.275,0.686,2.535,0.697,0.422,1.014,-0.160,-0.348,0.217,0.279,-0.139,0.455,0.805,0.099,0.822,0.566,0.759,1.119,4.355,6.456,1.642,0.721,1.474,1.237,1.303,0.315,0.315,1.005,1.004,0.981,1.122,1.210,0.082,1.314,0.763,1.322,0.488,1.294,0.894,0.937,0.635,1.359,2.061,1.797,1.819,1.822,1.840,1.841,1.841,1.848,1.848,1.012,0.202,-0.412,1.224,0.922,0.540,0.785,1.019,1.278,-0.209,0.426,0.000,213.137,59.636
2011-08-23 10:00:00,2.038,1.431,2.521,3.565,2.521,0.180,1.359,0.813,2.710,0.732,0.424,0.995,-0.028,-0.287,0.994,-0.859,-0.020,0.736,0.810,0.102,0.808,0.568,0.755,1.120,0.839,1.278,1.603,0.717,1.478,1.232,1.301,0.330,0.330,1.008,1.006,0.981,1.122,1.209,0.162,1.213,0.726,1.315,0.481,1.667,1.110,0.991,0.653,1.363,2.062,1.797,1.819,1.822,1.840,1.841,1.841,1.847,1.847,3.108,-0.652,-0.426,1.686,1.030,0.549,0.691,1.071,-3.093,-2.139,5.723,0.000,212.847,59.698
2011-08-23 10:30:00,2.059,1.448,2.753,3.602,2.753,-0.512,1.276,0.977,2.508,0.704,0.426,0.958,-0.041,-0.180,0.267,0.129,0.057,0.927,0.815,0.106,0.665,0.571,0.753,1.120,23.332,35.929,1.474,0.696,1.470,1.227,1.298,0.773,0.773,1.008,1.006,0.981,1.122,1.209,0.012,1.111,0.688,1.318,0.476,2.023,1.299,1.024,0.667,1.357,2.058,1.797,1.819,1.833,1.839,1.851,1.851,1.857,1.857,0.739,0.696,-0.167,1.419,0.656,0.591,0.580,0.997,-1.351,76.800,6.787,0.000,212.978,59.128
2011-08-23 11:00:00,2.053,1.441,2.761,3.591,2.761,-0.555,1.121,1.031,2.632,0.759,0.428,0.897,-0.040,-0.108,-0.250,-0.484,-0.016,1.113,0.821,0.109,0.558,0.574,0.750,1.122,1.724,2.721,1.299,0.646,1.454,1.217,1.293,1.878,1.878,1.009,1.009,0.983,1.122,1.208,-0.197,0.997,0.649,1.316,0.469,1.713,1.314,1.104,0.677,1.354,2.054,1.797,1.819,1.839,1.850,1.853,1.855,1.860,1.863,-0.007,-0.344,-0.226,2.018,0.480,0.623,0.638,1.100,0.879,1.049,2.294,0.000,213.165,59.355
2011-08-23 11:30:00,2.061,1.449,2.858,3.606,2.858,-0.624,1.131,1.071,2.654,0.764,0.429,0.842,-0.067,-0.038,-0.255,0.531,-0.011,1.339,0.826,0.112,0.547,0.579,0.750,1.123,2.032,3.208,1.150,0.597,1.434,1.207,1.288,3.320,3.320,1.008,1.011,0.983,1.122,1.206,-0.271,0.902,0.623,1.323,0.463,1.550,1.351,1.239,0.684,1.376,2.056,1.797,1.819,1.841,1.860,1.853,1.855,1.860,1.863,-0.202,0.542,-0.170,2.831,0.396,0.544,0.589,1.184,0.871,0.887,2.252,0.000,213.660,59.259
2011-08-23 12:00:00,2.062,1.450,2.791,3.607,2.791,-0.313,1.024,1.144,2.609,0.742,0.430,0.786,-0.256,-0.016,-0.102,0.229,-0.097,1.642,0.831,0.115,0.606,0.584,0.751,1.123,2.843,4.488,0.994,0.534,1.412,1.200,1.284,5.199,5.199,1.008,1.013,0.984,1.120,1.208,-0.321,0.826,0.603,1.324,0.455,1.392,1.353,1.263,0.693,1.376,2.054,1.797,1.826,1.849,1.866,1.853,1.860,1.860,1.862,-0.067,1.703,-0.286,5.164,0.803,0.573,0.674,1.358,0.265,0.467,1.335,0.000,213.435,59.172
2011-08-23 12:30:00,2.061,1.448,2.858,3.606,2.858,0.047,1.085,1.082,2.451,0.706,0.431,0.744,-0.224,-0.044,-0.161,-6.844,-0.127,1.215,0.836,0.118,0.630,0.583,0.748,1.121,9.451,14.920,0.870,0.479,1.398,1.191,1.280,6.093,6.093,1.007,1.014,0.984,1.120,1.207,-0.192,0.770,0.591,1.324,0.447,1.296,1.393,1.322,0.708,1.385,2.057,1.797,1.828,1.849,1.867,1.854,1.861,1.861,1.867,-0.143,-4.495,-0.308,2.357,0.880,0.546,0.855,1.618,1.141,0.921,2.099,0.000,213.015,59.075
